iter	Logloss
0	0.4540835994
1	0.30979273
2	0.2207192891
3	0.1641086674
4	0.1270421345
5	0.1025080393
6	0.08543840029
7	0.07271461377
8	0.06366496022
9	0.05769338137
10	0.05189810373
11	0.04748730157
12	0.04357503012
13	0.04062870483
14	0.038146872
15	0.03609268702
16	0.03388280126
17	0.03204145778
18	0.03077248766
19	0.02931696283
20	0.0281825591
21	0.02692352147
22	0.02620027131
23	0.02519708592
24	0.02426058808
25	0.02361049801
26	0.02311733542
27	0.02227005074
28	0.02161955633
29	0.02117732958
30	0.02063732022
31	0.02001611356
32	0.01967144299
33	0.0192663584
34	0.01889511959
35	0.01853560809
36	0.01818513847
37	0.0177682322
38	0.01736508962
39	0.01696100609
40	0.01679887615
41	0.01663443276
42	0.01625504982
43	0.01589381127
44	0.0156638039
45	0.01545188646
46	0.01517417275
47	0.01484875684
48	0.01450224676
49	0.01435305988
50	0.01422681977
51	0.01401413144
52	0.01376749781
53	0.01358053703
54	0.01345900274
55	0.01322426963
56	0.01307041991
57	0.01286673584
58	0.01267355728
59	0.01249407749
60	0.01230835474
61	0.01206347355
62	0.01193902567
63	0.01184733554
64	0.01166484405
65	0.01141729165
66	0.0112806883
67	0.01105211884
68	0.0108607041
69	0.01077264379
70	0.01058718309
71	0.01044300616
72	0.01033189215
73	0.01019763924
74	0.01008293624
75	0.009949148335
76	0.009764817262
77	0.00965098499
78	0.009506417434
79	0.009380558751
80	0.009334068237
81	0.009243372512
82	0.009095010322
83	0.00898491098
84	0.008898613124
85	0.008730519154
86	0.008626587552
87	0.008494056287
88	0.008395494341
89	0.008303250991
90	0.008245781883
91	0.008113538429
92	0.007990451896
93	0.007931391287
94	0.007844772377
95	0.007728489973
96	0.007649258315
97	0.007560496489
98	0.007472031473
99	0.007386333789
100	0.007288260328
101	0.007226200263
102	0.007153438126
103	0.007069234143
104	0.007015973118
105	0.006949698238
106	0.006876124365
107	0.00678056996
108	0.006710539865
109	0.006647194482
110	0.006556806686
111	0.00646097476
112	0.00638641675
113	0.006319734422
114	0.006250008082
115	0.006191004447
116	0.006128876084
117	0.006055962898
118	0.005982526705
119	0.005937383295
120	0.005874333414
121	0.005797278362
122	0.00570937409
123	0.005692814064
124	0.005605046974
125	0.005555875861
126	0.005498779827
127	0.005431127469
128	0.005385292947
129	0.005346389088
130	0.0052600293
131	0.005191884739
132	0.005155456087
133	0.005094259096
134	0.00505070748
135	0.005005369424
136	0.004976257436
137	0.004938076903
138	0.004914829105
139	0.004857537663
140	0.004821104474
141	0.004791843073
142	0.004732898724
143	0.004693266825
144	0.004665514433
145	0.004613271499
146	0.004569662246
147	0.004528181506
148	0.004503249452
149	0.004480233994
150	0.004437900798
151	0.004384118047
152	0.004336554981
153	0.004287472435
154	0.004263162959
155	0.004224275339
156	0.004184913692
157	0.004136803281
158	0.00410208272
159	0.004059034988
160	0.004028750144
161	0.004004824804
162	0.003967043662
163	0.00393146542
164	0.003906293065
165	0.003886797728
166	0.003869910191
167	0.003824095284
168	0.003805080457
169	0.003769409568
170	0.003748283778
171	0.003715752571
172	0.003688740436
173	0.003660254894
174	0.003643512766
175	0.003612644947
176	0.003612635024
177	0.003588813421
178	0.003561119199
179	0.003532306889
180	0.003500379413
181	0.00347164152
182	0.003449229013
183	0.003423915668
184	0.003382094801
185	0.003351353965
186	0.003321963628
187	0.003300673303
188	0.003300645845
189	0.00327781986
190	0.003259534647
191	0.003226128465
192	0.003195552484
193	0.003172952372
194	0.003146060706
195	0.003146061428
196	0.003124155223
197	0.00310470661
198	0.003085984361
199	0.003052405009
200	0.003031237308
201	0.003003558862
202	0.003003541254
203	0.00298545321
204	0.0029854589
205	0.0029854589
206	0.002969237679
207	0.00295046868
208	0.002933046593
209	0.002909951832
210	0.00288325149
211	0.002883235123
212	0.002883227778
213	0.002857516058
214	0.00285747762
215	0.002857465945
216	0.002832583175
217	0.002832588554
218	0.002813276718
219	0.002813276718
220	0.002813256966
221	0.002795624881
222	0.002795624881
223	0.002772104658
224	0.00275295325
225	0.002730575603
226	0.002717403274
227	0.002717386864
228	0.002698231142
229	0.002678319646
230	0.002656282442
231	0.002656255173
232	0.002656251965
233	0.002656245087
234	0.002656225335
235	0.002636752274
236	0.002612575703
237	0.002612572069
238	0.002592958245
239	0.002592930449
240	0.002592926454
241	0.002592895156
242	0.002592875151
243	0.002592864043
244	0.002574866998
245	0.002574866998
246	0.00257482358
247	0.002574812931
248	0.002574811169
249	0.002574795193
250	0.002574772779
251	0.002561712781
252	0.002561666422
253	0.002561670042
254	0.002544526354
255	0.002544495934
256	0.002544495934
257	0.002544500317
258	0.002544475043
259	0.002528765018
260	0.002528753423
261	0.002528721936
262	0.002512115074
263	0.002512076256
264	0.002512088741
265	0.002512088741
266	0.002512015596
267	0.002512018407
268	0.002493353156
269	0.002476107297
270	0.00245877505
271	0.002444198426
272	0.002444180245
273	0.002430299002
274	0.002430270485
275	0.002430270485
276	0.002411383505
277	0.002411363143
278	0.002392575619
279	0.002372151692
280	0.002372148768
281	0.002367194306
282	0.002367171508
283	0.002351771529
284	0.002351771529
285	0.002351754598
286	0.002351750693
287	0.002351744765
288	0.002351735743
289	0.002351708021
290	0.002351714357
291	0.0023324229
292	0.00233239929
293	0.002316056844
294	0.002290783115
295	0.002274031439
296	0.002273999891
297	0.002274010789
298	0.002273963957
299	0.002273963957
300	0.002273953675
301	0.002273940914
302	0.00227392038
303	0.002273872045
304	0.002273862119
305	0.002273843363
306	0.002273811402
307	0.002273803333
308	0.002273797079
309	0.002273797079
310	0.002273774945
311	0.002273770954
312	0.002273770954
313	0.002273754695
314	0.002273737605
315	0.002273721663
316	0.002273709034
317	0.002273695036
318	0.002273694545
319	0.00227370039
